isoform	gene	length
PB.34558.1	novelGene_351610	1257
PB.34558.2	novelGene_351611	1257
PB.34563.20	novelGene_351636	939
PB.34563.4	novelGene_351638	642
PB.34563.10	novelGene_351639	942
PB.34563.18	novelGene_351642	939
PB.34563.21	novelGene_351644	702
PB.34563.7	novelGene_351645	942
PB.34563.24	novelGene_351649	1050
PB.34563.27	novelGene_351650	813
PB.34563.36	novelGene_351652	939
PB.34563.35	novelGene_351653	642
PB.34566.10	novelGene_351675	2286
PB.34566.12	novelGene_351677	1380
PB.34566.13	novelGene_351678	1380
PB.34565.2	novelGene_351687	417
PB.34574.2	novelGene_351707	1800
PB.34600.5	novelGene_351777	558
PB.34604.4	novelGene_351821	909
PB.34604.5	novelGene_351822	1134
PB.34604.9	novelGene_351824	1254
PB.34604.10	novelGene_351825	1203
PB.34604.11	novelGene_351828	1254
PB.34604.12	novelGene_351829	1245
PB.34604.17	novelGene_351834	1254
PB.34604.19	novelGene_351836	1074
PB.34604.20	novelGene_351837	816
PB.34604.21	novelGene_351838	816
PB.34604.23	novelGene_351841	729
PB.34604.24	novelGene_351842	576
PB.34604.27	novelGene_351845	438
PB.34604.28	novelGene_351846	537
PB.34604.29	novelGene_351847	447
PB.34603.16	novelGene_351882	489
PB.34603.20	novelGene_351884	756
PB.34603.31	novelGene_351893	756
PB.34606.5	novelGene_351908	303
PB.34606.3	novelGene_351910	1014
PB.34606.2	novelGene_351912	1719
PB.34606.16	novelGene_351916	303
PB.34606.12	novelGene_351918	1719
PB.34606.23	novelGene_351923	840
PB.34606.22	novelGene_351924	1014
PB.34606.20	novelGene_351926	1719
PB.34610.6	novelGene_351939	1254
PB.34610.8	novelGene_351941	951
PB.34610.9	novelGene_351942	951
PB.34610.13	novelGene_351947	825
PB.34610.12	novelGene_351948	951
PB.34610.11	novelGene_351949	1254
PB.34610.10	novelGene_351950	1254
PB.34628.5	novelGene_352057	771
PB.34628.55	novelGene_352105	1248
PB.34628.60	novelGene_352111	903
PB.34628.73	novelGene_352127	771
PB.34628.83	novelGene_352137	333
PB.34628.104	novelGene_352160	333
PB.34628.106	novelGene_352161	333
PB.34628.121	novelGene_352176	315
PB.34628.135	novelGene_352190	312
PB.34628.136	novelGene_352191	312
PB.34633.10	novelGene_352258	312
PB.34633.8	novelGene_352260	393
PB.34633.7	novelGene_352261	588
PB.34633.6	novelGene_352262	588
PB.34633.4	novelGene_352263	900
PB.34633.2	novelGene_352264	969
PB.34642.2	novelGene_352345	861
PB.34643.3	novelGene_352360	1668
PB.34646.9	novelGene_352370	1647
PB.34646.8	novelGene_352371	3363
PB.34646.10	novelGene_352373	1398
PB.34646.23	novelGene_352385	1398
PB.34646.26	novelGene_352388	1398
PB.34646.28	novelGene_352390	2535
PB.34650.2	novelGene_352419	2346
PB.34650.4	novelGene_352421	1605
PB.34650.6	novelGene_352422	414
PB.34650.9	novelGene_352429	471
PB.34650.14	novelGene_352432	1932
PB.34650.17	novelGene_352435	819
PB.34650.19	novelGene_352436	1113
PB.34650.21	novelGene_352438	1707
PB.34650.22	novelGene_352439	819
PB.34650.23	novelGene_352440	819
PB.34650.25	novelGene_352443	2448
PB.34650.29	novelGene_352446	2448
PB.34650.31	novelGene_352448	1707
PB.34650.36	novelGene_352455	2346
PB.34650.35	novelGene_352458	819
PB.34650.61	novelGene_352480	1932
PB.34650.62	novelGene_352481	1932
PB.34650.63	novelGene_352482	1932
PB.34650.69	novelGene_352489	1113
PB.34650.70	novelGene_352490	819
PB.34650.71	novelGene_352491	510
PB.34650.74	novelGene_352494	510
PB.34650.76	novelGene_352496	354
PB.34651.4	novelGene_352510	1515
PB.34653.2	novelGene_352534	777
PB.34653.21	novelGene_352553	777
PB.34655.22	novelGene_352580	423
PB.34655.17	novelGene_352584	1557
PB.34655.20	novelGene_352586	1326
PB.34655.19	novelGene_352587	1410
PB.34655.37	novelGene_352599	765
PB.34655.42	novelGene_352605	1164
PB.34655.45	novelGene_352609	1353
PB.34657.3	novelGene_352613	1422
PB.34657.4	novelGene_352614	1422
PB.34658.1	novelGene_352617	342
PB.34658.2	novelGene_352618	342
PB.34659.26	novelGene_352626	570
PB.34659.25	novelGene_352627	570
PB.34659.24	novelGene_352628	570
PB.34659.22	novelGene_352630	570
PB.34659.19	novelGene_352633	570
PB.34659.17	novelGene_352635	570
PB.34659.16	novelGene_352636	570
PB.34659.11	novelGene_352640	570
PB.34659.8	novelGene_352642	570
PB.34659.13	novelGene_352645	570
PB.34659.29	novelGene_352646	819
PB.34659.6	novelGene_352647	570
PB.34659.4	novelGene_352648	435
PB.34659.2	novelGene_352651	570
PB.34659.28	novelGene_352653	1023
PB.34659.3	novelGene_352654	570
PB.34661.12	novelGene_352662	966
PB.34661.13	novelGene_352663	936
PB.34661.14	novelGene_352668	966
PB.34661.20	novelGene_352669	1143
PB.34661.18	novelGene_352670	966
PB.34662.2	novelGene_352682	1056
PB.34662.4	novelGene_352685	1056
PB.34666.2	novelGene_352688	489
PB.34665.2	novelGene_352692	723
PB.34665.3	novelGene_352693	1047
PB.34665.4	novelGene_352694	1047
PB.34667.4	novelGene_352700	777
PB.34667.3	novelGene_352701	777
PB.34667.1	novelGene_352702	777
PB.34669.3	novelGene_352706	711
PB.34669.7	novelGene_352710	1155
PB.34669.10	novelGene_352713	711
PB.34678.3	novelGene_352724	1950
PB.34676.36	novelGene_352761	3126
PB.34676.93	novelGene_352823	303
PB.34676.92	novelGene_352824	411
PB.34676.91	novelGene_352825	411
PB.34676.90	novelGene_352826	411
PB.34676.89	novelGene_352827	1491
PB.34676.88	novelGene_352828	1491
PB.34676.112	novelGene_352837	1491
PB.34676.108	novelGene_352839	3030
PB.34676.107	novelGene_352841	3126
PB.34676.124	novelGene_352848	303
PB.34676.123	novelGene_352849	3126
PB.34681.1	novelGene_352912	561
PB.34699.24	novelGene_353029	1617
PB.34699.20	novelGene_353030	1617
PB.34699.21	novelGene_353031	1503
PB.34701.2	novelGene_353058	705
PB.34705.1	novelGene_353063	1578
PB.34705.3	novelGene_353066	1296
PB.34705.4	novelGene_353067	1578
PB.34705.22	novelGene_353073	837
PB.34705.20	novelGene_353074	1194
PB.34705.12	novelGene_353077	1296
PB.34705.10	novelGene_353078	1296
PB.34705.14	novelGene_353079	1296
PB.34705.15	novelGene_353080	1566
PB.34705.16	novelGene_353081	1578
PB.34705.17	novelGene_353086	1545
PB.34708.1	novelGene_353096	582
PB.34709.2	novelGene_353099	1551
PB.34709.3	novelGene_353100	1545
PB.34709.4	novelGene_353101	1545
PB.34709.5	novelGene_353102	1551
PB.34714.45	novelGene_353246	732
PB.34714.44	novelGene_353247	732
PB.34714.65	novelGene_353260	321
PB.34714.64	novelGene_353261	417
PB.34714.71	novelGene_353266	321
PB.34716.1	novelGene_353302	543
PB.34716.13	novelGene_353310	450
PB.34716.8	novelGene_353311	615
PB.34716.7	novelGene_353313	615
PB.34716.6	novelGene_353316	615
PB.34716.4	novelGene_353318	615
PB.34716.12	novelGene_353319	450
PB.34717.8	novelGene_353343	1092
PB.34717.6	novelGene_353344	1545
PB.34717.7	novelGene_353345	1545
PB.34717.15	novelGene_353348	1545
PB.34719.16	novelGene_353365	1512
PB.34719.15	novelGene_353367	1512
PB.34719.25	novelGene_353375	1434
PB.34719.27	novelGene_353377	1512
PB.34719.28	novelGene_353378	1467
PB.34721.1	novelGene_353385	1980
PB.34721.6	novelGene_353390	1980
PB.34721.7	novelGene_353391	1980
PB.34721.9	novelGene_353393	1338
PB.34721.12	novelGene_353396	471
PB.34729.59	novelGene_353488	798
PB.34739.10	novelGene_353604	1620
PB.34739.13	novelGene_353605	1401
PB.34739.11	novelGene_353606	1620
PB.34739.31	novelGene_353625	780
PB.34739.36	novelGene_353630	627
PB.34739.40	novelGene_353634	627
PB.34739.42	novelGene_353636	627
PB.34739.44	novelGene_353638	498
PB.34739.45	novelGene_353639	360
PB.34739.46	novelGene_353640	309
PB.34748.10	novelGene_353711	435
PB.34748.9	novelGene_353712	738
PB.34748.11	novelGene_353714	435
PB.34748.12	novelGene_353715	624
PB.34748.14	novelGene_353717	738
PB.34748.19	novelGene_353722	435
PB.34748.20	novelGene_353723	345
PB.34758.8	novelGene_353775	414
PB.34758.7	novelGene_353776	720
PB.34758.6	novelGene_353777	825
PB.34758.16	novelGene_353782	1410
PB.34758.18	novelGene_353783	501
PB.34764.5	novelGene_353833	486
PB.34764.7	novelGene_353834	330
PB.34764.6	novelGene_353835	423
PB.34764.9	novelGene_353838	612
PB.34764.11	novelGene_353839	645
PB.34764.12	novelGene_353840	1026
PB.34764.42	novelGene_353847	330
PB.34764.41	novelGene_353848	330
PB.34764.39	novelGene_353849	486
PB.34764.37	novelGene_353850	612
PB.34764.36	novelGene_353851	612
PB.34764.21	novelGene_353853	1014
PB.34764.30	novelGene_353854	954
PB.34764.32	novelGene_353855	936
PB.34764.33	novelGene_353856	762
PB.34764.29	novelGene_353858	1026
PB.34764.18	novelGene_353859	1119
PB.34764.26	novelGene_353860	1026
PB.34764.22	novelGene_353861	1026
PB.34764.25	novelGene_353862	1026
PB.34764.23	novelGene_353863	1395
PB.34764.27	novelGene_353864	1248
PB.34764.34	novelGene_353878	864
PB.34764.49	novelGene_353879	1119
PB.34764.50	novelGene_353880	1440
PB.34764.87	novelGene_353915	1320
PB.34770.3	novelGene_353935	1155
PB.34774.3	novelGene_353946	717
PB.34774.15	novelGene_353959	480
PB.34772.9	novelGene_353983	687
PB.34772.13	novelGene_353988	888
PB.34772.17	novelGene_353991	888
PB.34776.14	novelGene_354044	717
PB.34776.23	novelGene_354064	744
PB.34776.16	novelGene_354069	2121
PB.34776.18	novelGene_354071	2025
PB.34782.4	novelGene_354218	612
PB.34782.2	novelGene_354219	831
PB.34782.5	novelGene_354223	831
PB.34782.6	novelGene_354224	831
PB.34782.7	novelGene_354225	831
PB.34784.6	novelGene_354242	1536
PB.34784.5	novelGene_354243	1536
PB.34785.24	novelGene_354269	303
PB.34785.27	novelGene_354273	762
PB.34785.31	novelGene_354275	468
PB.34785.30	novelGene_354276	762
PB.34785.32	novelGene_354277	576
PB.34785.33	novelGene_354278	513
PB.34785.34	novelGene_354279	624
PB.34787.1	novelGene_354320	684
PB.34787.4	novelGene_354322	684
PB.34787.3	novelGene_354323	417
PB.34787.6	novelGene_354324	684
PB.34793.1	novelGene_354340	1125
PB.34793.3	novelGene_354342	1125
PB.34793.5	novelGene_354345	936
PB.34793.8	novelGene_354347	1125
PB.34793.9	novelGene_354348	1125
PB.34793.14	novelGene_354353	1125
PB.34793.17	novelGene_354356	306
PB.34793.35	novelGene_354364	306
PB.34793.34	novelGene_354366	306
PB.34793.33	novelGene_354367	573
PB.34793.32	novelGene_354368	789
PB.34793.30	novelGene_354369	789
PB.34793.29	novelGene_354370	936
PB.34793.26	novelGene_354372	1161
PB.34793.24	novelGene_354374	1125
PB.34793.27	novelGene_354379	1125
PB.34800.3	novelGene_354401	1263
PB.34800.5	novelGene_354406	1263
PB.34800.9	novelGene_354407	1263
PB.34801.16	novelGene_354468	2148
PB.34801.34	novelGene_354485	2148
PB.34801.38	novelGene_354499	2148
PB.34801.51	novelGene_354502	360
PB.34801.50	novelGene_354504	2148
PB.34801.68	novelGene_354509	360
PB.34801.67	novelGene_354510	459
PB.34801.66	novelGene_354511	483
PB.34801.65	novelGene_354512	633
PB.34801.63	novelGene_354513	633
PB.34801.61	novelGene_354514	825
PB.34801.60	novelGene_354516	969
PB.34801.59	novelGene_354518	1092
PB.34801.58	novelGene_354519	1560
PB.34801.55	novelGene_354521	2148
PB.34801.71	novelGene_354522	1560
PB.34802.2	novelGene_354543	2637
PB.34802.3	novelGene_354544	1887
PB.34803.4	novelGene_354549	1545
PB.34803.5	novelGene_354550	1440
PB.34803.7	novelGene_354554	360
PB.34803.11	novelGene_354555	1569
PB.34803.13	novelGene_354560	360
PB.34803.24	novelGene_354571	1497
PB.34803.22	novelGene_354572	1569
PB.34803.21	novelGene_354573	1545
PB.34803.25	novelGene_354574	1464
PB.34803.32	novelGene_354575	1464
PB.34803.45	novelGene_354590	504
PB.34803.50	novelGene_354595	1464
PB.34803.56	novelGene_354599	360
PB.34803.52	novelGene_354600	360
PB.34803.55	novelGene_354601	360
PB.34803.53	novelGene_354603	1569
PB.34803.60	novelGene_354605	1440
PB.34803.63	novelGene_354608	1545
PB.34803.64	novelGene_354609	1602
PB.34803.67	novelGene_354611	915
PB.34808.7	novelGene_354644	1431
PB.34808.14	novelGene_354647	1344
PB.34808.15	novelGene_354648	1167
PB.34808.13	novelGene_354649	1254
PB.34808.17	novelGene_354650	1431
PB.34808.18	novelGene_354651	1254
PB.34808.16	novelGene_354652	1344
PB.34808.21	novelGene_354657	1431
PB.34808.27	novelGene_354664	1341
PB.34808.29	novelGene_354665	1167
PB.34808.31	novelGene_354666	1167
PB.34808.40	novelGene_354675	1053
PB.34808.51	novelGene_354677	1254
PB.34808.52	novelGene_354678	1167
PB.34808.48	novelGene_354680	1344
PB.34808.47	novelGene_354681	1431
PB.34808.49	novelGene_354682	1254
PB.34808.46	novelGene_354683	1167
PB.34808.42	novelGene_354684	1431
PB.34808.57	novelGene_354692	912
PB.34808.69	novelGene_354707	912
PB.34808.83	novelGene_354721	780
PB.34808.84	novelGene_354722	780
PB.34808.85	novelGene_354723	780
PB.34808.87	novelGene_354726	627
PB.34808.93	novelGene_354728	627
PB.34808.91	novelGene_354729	801
PB.34808.92	novelGene_354730	627
PB.34808.90	novelGene_354731	627
PB.34808.95	novelGene_354733	627
PB.34808.98	novelGene_354735	543
PB.34808.96	novelGene_354736	720
PB.34808.99	novelGene_354737	543
PB.34808.100	novelGene_354738	720
PB.34808.101	novelGene_354739	543
PB.34808.102	novelGene_354740	312
PB.34808.104	novelGene_354742	312
PB.34808.105	novelGene_354743	312
PB.34808.108	novelGene_354744	501
PB.34808.107	novelGene_354745	312
PB.34808.106	novelGene_354746	312
PB.34808.109	novelGene_354747	501
PB.34808.147	novelGene_354785	501
PB.34808.150	novelGene_354788	312
PB.34808.151	novelGene_354789	423
PB.34808.167	novelGene_354805	312
PB.34808.168	novelGene_354806	312
PB.34808.169	novelGene_354807	312
PB.34808.171	novelGene_354809	312
PB.34808.172	novelGene_354810	312
PB.34808.173	novelGene_354811	312
PB.34808.174	novelGene_354812	312
PB.34812.7	novelGene_354870	879
PB.34812.8	novelGene_354871	1227
PB.34812.10	novelGene_354874	816
PB.34821.27	novelGene_354942	876
PB.34821.26	novelGene_354943	1413
PB.34821.30	novelGene_354950	876
PB.34821.29	novelGene_354951	1122
PB.34821.36	novelGene_354952	1992
PB.34835.4	novelGene_355159	1629
PB.34835.10	novelGene_355164	1629
PB.34835.13	novelGene_355167	1527
PB.34835.14	novelGene_355169	1482
PB.34835.15	novelGene_355170	1200
PB.34835.17	novelGene_355172	999
PB.34835.19	novelGene_355175	564
PB.34835.20	novelGene_355176	564
PB.34836.34	novelGene_355187	357
PB.34836.33	novelGene_355188	534
PB.34836.32	novelGene_355190	534
PB.34836.31	novelGene_355191	741
PB.34836.30	novelGene_355194	741
PB.34836.28	novelGene_355195	741
PB.34836.27	novelGene_355196	1083
PB.34836.20	novelGene_355197	1083
PB.34836.24	novelGene_355198	1188
PB.34836.19	novelGene_355201	1284
PB.34836.25	novelGene_355202	741
PB.34836.21	novelGene_355203	1305
PB.34836.18	novelGene_355204	1305
PB.34836.16	novelGene_355205	1065
PB.34836.17	novelGene_355206	1305
PB.34836.14	novelGene_355209	2262
PB.34836.11	novelGene_355212	2007
PB.34836.12	novelGene_355213	2343
PB.34836.13	novelGene_355214	2007
PB.34836.2	novelGene_355215	2007
PB.34836.8	novelGene_355216	2343
PB.34836.9	novelGene_355217	2343
PB.34836.5	novelGene_355219	2343
PB.34837.2	novelGene_355233	783
PB.34837.5	novelGene_355236	783
PB.34837.10	novelGene_355240	660
PB.34837.12	novelGene_355242	660
PB.34837.13	novelGene_355243	603
PB.34837.15	novelGene_355245	471
PB.34837.17	novelGene_355246	339
PB.34837.18	novelGene_355248	339
PB.34840.11	novelGene_355266	2016
PB.34840.9	novelGene_355267	1947
PB.34840.12	novelGene_355269	2016
PB.34832.4	novelGene_355283	930
PB.34832.7	novelGene_355286	930
PB.34832.37	novelGene_355318	549
PB.34865.3	novelGene_355461	477
PB.34865.1	novelGene_355462	477
PB.34865.2	novelGene_355463	477
PB.34865.7	novelGene_355464	477
PB.34865.6	novelGene_355465	477
PB.34876.1	novelGene_355490	903
PB.34878.2	novelGene_355493	693
PB.34879.3	novelGene_355510	1137
PB.34879.14	novelGene_355518	1059
PB.34881.1	novelGene_355550	2025
PB.34881.7	novelGene_355555	1596
PB.34881.6	novelGene_355556	1488
PB.34884.2	novelGene_355558	468
PB.34884.6	novelGene_355562	567
PB.34884.7	novelGene_355563	369
PB.34882.25	novelGene_355592	372
PB.34882.26	novelGene_355595	327
PB.34882.41	novelGene_355608	633
PB.34882.43	novelGene_355610	2478
PB.34891.28	novelGene_355684	729
PB.34891.32	novelGene_355685	1050
PB.34891.34	novelGene_355687	1050
PB.34891.36	novelGene_355689	1050
PB.34891.37	novelGene_355690	729
PB.34891.38	novelGene_355691	1050
PB.34891.39	novelGene_355692	729
PB.34891.47	novelGene_355701	1050
PB.34889.3	novelGene_355705	435
PB.34889.7	novelGene_355710	336
PB.34889.8	novelGene_355711	390
PB.34889.9	novelGene_355712	495
PB.34889.12	novelGene_355715	411
PB.34889.13	novelGene_355716	561
PB.34901.37	novelGene_355860	315
PB.34901.67	novelGene_355887	861
PB.34901.79	novelGene_355893	306
PB.34901.78	novelGene_355894	306
PB.34901.77	novelGene_355895	306
PB.34901.76	novelGene_355896	306
PB.34901.72	novelGene_355897	669
PB.34901.73	novelGene_355900	762
PB.34901.70	novelGene_355902	861
PB.34901.83	novelGene_355903	306
PB.34901.84	novelGene_355904	861
PB.34901.85	novelGene_355905	633
PB.34907.3	novelGene_355920	885
PB.34907.4	novelGene_355921	849
PB.34907.9	novelGene_355923	849
PB.34907.10	novelGene_355924	1221
PB.34907.8	novelGene_355925	885
PB.34907.15	novelGene_355928	849
PB.34907.16	novelGene_355931	1221
PB.34907.21	novelGene_355935	465
PB.34907.20	novelGene_355936	873
PB.34907.24	novelGene_355938	849
PB.34907.27	novelGene_355939	795
PB.34907.26	novelGene_355940	1221
PB.34907.47	novelGene_355963	1182
PB.34907.48	novelGene_355964	1257
PB.34907.49	novelGene_355965	1182
PB.34909.5	novelGene_356003	501
PB.34909.3	novelGene_356004	369
PB.34909.16	novelGene_356007	501
PB.34909.27	novelGene_356017	501
PB.34909.30	novelGene_356020	501
PB.34910.4	novelGene_356029	1428
PB.34910.2	novelGene_356030	1560
PB.34910.14	novelGene_356042	1185
PB.34910.12	novelGene_356044	2823
PB.34910.25	novelGene_356045	414
PB.34914.11	novelGene_356132	765
PB.34914.13	novelGene_356135	849
PB.34914.17	novelGene_356137	777
PB.34914.16	novelGene_356138	942
PB.34912.2	novelGene_356150	1344
PB.34912.3	novelGene_356151	1515
PB.34912.5	novelGene_356153	1515
PB.34912.7	novelGene_356154	1515
PB.34912.8	novelGene_356156	1515
PB.34912.4	novelGene_356157	1515
PB.34912.10	novelGene_356159	1515
PB.34912.12	novelGene_356160	1515
PB.34912.17	novelGene_356165	1323
PB.34912.18	novelGene_356166	1323
PB.34912.19	novelGene_356167	1296
PB.34912.20	novelGene_356168	1203
PB.34912.22	novelGene_356170	1020
PB.34912.24	novelGene_356172	1020
PB.34912.25	novelGene_356173	903
PB.34912.26	novelGene_356174	903
PB.34912.27	novelGene_356175	627
PB.34912.28	novelGene_356176	627
PB.34912.30	novelGene_356177	627
PB.34912.29	novelGene_356178	627
PB.34912.31	novelGene_356179	522
PB.34912.32	novelGene_356180	522
PB.34912.33	novelGene_356181	351
PB.34912.34	novelGene_356182	465
PB.34912.35	novelGene_356183	465
PB.34912.36	novelGene_356184	438
PB.34916.3	novelGene_356215	648
PB.34916.5	novelGene_356217	717
PB.34916.7	novelGene_356219	717
PB.34916.8	novelGene_356220	648
PB.34916.9	novelGene_356221	717
PB.34916.11	novelGene_356222	552
PB.34916.14	novelGene_356225	717
PB.34916.10	novelGene_356226	717
PB.34916.16	novelGene_356227	717
PB.34916.17	novelGene_356229	552
PB.34916.19	novelGene_356231	453
PB.34919.8	novelGene_356286	489
PB.34919.10	novelGene_356289	489
PB.34924.17	novelGene_356316	4779
PB.34924.83	novelGene_356380	2586
PB.34924.88	novelGene_356386	2586
PB.34924.92	novelGene_356393	2445
PB.34924.106	novelGene_356404	1605
PB.34924.108	novelGene_356406	1977
PB.34924.119	novelGene_356417	1869
PB.34924.121	novelGene_356419	1869
PB.34924.122	novelGene_356420	1758
PB.34924.128	novelGene_356426	1767
PB.34924.132	novelGene_356430	1611
PB.34924.139	novelGene_356437	828
PB.34924.140	novelGene_356438	1620
PB.34924.141	novelGene_356440	1620
PB.34924.145	novelGene_356443	1401
PB.34924.146	novelGene_356445	1401
PB.34924.148	novelGene_356446	1392
PB.34924.151	novelGene_356449	1341
PB.34924.153	novelGene_356451	1401
PB.34924.156	novelGene_356453	1401
PB.34924.159	novelGene_356457	1392
PB.34924.160	novelGene_356459	1338
PB.34924.162	novelGene_356460	1338
PB.34924.164	novelGene_356462	1179
PB.34924.168	novelGene_356466	1185
PB.34924.170	novelGene_356469	1194
PB.34924.172	novelGene_356471	1194
PB.34924.177	novelGene_356475	837
PB.34924.180	novelGene_356479	837
PB.34924.184	novelGene_356482	837
PB.34924.187	novelGene_356485	837
PB.34924.188	novelGene_356486	837
PB.34924.192	novelGene_356489	756
PB.34924.191	novelGene_356490	837
PB.34924.193	novelGene_356491	435
PB.34924.196	novelGene_356494	765
PB.34924.199	novelGene_356497	735
PB.34924.200	novelGene_356498	765
PB.34924.201	novelGene_356500	714
